name;elevation;latitude;longitude;continent;country;range
Mount Unwin;3268;52.6097;-117.5278;North America;Canada;Canadian Rockies
Mount Graham;3267;32.7;-109.867;North America;United States;
Pilot Peak;3267;41.021111;-114.077389;North America;United States;Great Basin Ranges
Cameron Cone;3263;38.8314;-104.954;North America;United States;Front Range
Aspen Mountain;3263;39.176099;-106.829206;North America;United States;Elk Range Area
Charlotte Dome;3261;36.7667;-118.467;North America;United States;Sierra Nevada
Mount Wilson;3261;52.0192;-116.8005;North America;Canada;Canadian Rockies
Infiernillo;3260;24.518;-99.935;North America;Mexico;Sierra Madre Oriental
San Bernardino East Peak;3259;34.124666;-116.909766;North America;United States;Central and Southern California Ranges
Shields Peak;3255;34.127082;-116.881742;North America;United States;Central and Southern California Ranges
Sandia;3255;35.235;-106.456;North America;United States;Southwest Basins and Ranges
Jean Peak;3252;33.8;-116.667;North America;United States;
Mount Tuzo;3246;51.301616;-116.228399;North America;Canada;Canadian Rockies
San Bernardino Peak;3246;34.12225;-116.922512;North America;United States;Central and Southern California Ranges
Mount Haggin;3234;46.0872;-113.096;North America;United States;Central Montana Rockies
Fay;3234;51.297457;-116.163597;North America;Canada;Canadian Rockies
Mount Goode;3234;61.32;-147.98;North America;United States;Chugach Mountains
Monkhead;3219;52.582296;-117.392006;North America;Canada;Canadian Rockies
Mount Rae;3218;50.6223;-114.974;North America;Canada;Canadian Rockies
Albright Peak;3216;43.6708;-110.813;North America;United States;Teton Range - Yellowstone Area
Glacier Peak;3213;48.111227;-121.113992;North America;United States;Cascade Range
Nigel Peak;3211;52.239;-117.171;North America;Canada;Canadian Rockies
Mushroom Peak;3210;52.311942;-117.397327;North America;Canada;Canadian Rockies
Beartooth Butte;3205;44.954636;-109.609894;North America;United States;Absaroka Range
Mount Olive;3201;51.611514;-116.491985;North America;Canada;Canadian Rockies
Mount Jefferson;3199;44.674268;-121.799583;North America;United States;Cascade Range
Caballo Mountain;3199;35.9536;-106.364;North America;United States;
Mount Patterson;3197;51.746376;-116.575241;North America;Canada;Canadian Rockies
Mount Cleveland;3190;48.925;-113.8481;North America;United States;Central Montana Rockies
Cathedral Mountain;3189;51.3958;-116.39;North America;Canada;Canadian Rockies
Rock Roll Peak;3188;43.4802;-114.175;North America;United States;Idaho-Bitterroot Rockies
Lassen Peak;3187;40.4878;-121.504;North America;United States;Cascade Range
Mount Galatea;3185;50.8389;-115.275;North America;Canada;Canadian Rockies
Mount Robertson;3177;50.7264;-115.321;North America;Canada;Canadian Rockies
Kendrick Peak;3175;35.4081;-111.85;North America;United States;Colorado Plateau
Pico Duarte;3175;19.0333;-70.9833;North America;Dominican Republic;Hispaniola
Paricutin;3174;19.493;-102.251;North America;Mexico;
Observation Peak;3174;51.7333;-116.467;North America;Canada;Canadian Rockies
Mount Sarrail;3173;50.58013;-115.167532;North America;Canada;Canadian Rockies
Quadra Mountain;3173;51.287071;-116.152225;North America;Canada;Canadian Rockies
Mount Rogers;3169;51.354738;-117.541351;North America;Canada;Columbia Mountains
Popes Peak;3163;51.402633;-116.294918;North America;Canada;Canadian Rockies
Brussels Peak;3161;52.5166;-117.8222;North America;Canada;Canadian Rockies
Odaray Mountain;3159;51.358544;-116.381865;North America;Canada;Canadian Rockies
Three Sisters;3157;44.1358;-121.772;North America;United States;Cascade Range
South Sister Volcano;3157;44.103519;-121.769285;North America;United States;Cascade Range
Stanley Peak;3155;51.170249;-116.054163;North America;Canada;Canadian Rockies
Mount Sarbach;3155;51.8917;-116.767;North America;Canada;Canadian Rockies
Mount Aberdeen;3152;51.37987;-116.247625;North America;Canada;Canadian Rockies
Mount Daly;3152;51.518678;-116.39534;North America;Canada;Canadian Rockies
Norton Peak;3150;43.7619;-114.652;North America;United States;Idaho-Bitterroot Rockies
Moose's Tooth;3150;62.97;-150.611;North America;United States;Alaska Range
Nipple Peak;3147;40.8727;-107.043;North America;United States;
Sundial Peak;3146;40.5983;-111.685;North America;United States;Wasatch Range
Mount Bogart;3144;50.9083;-115.242;North America;Canada;Canadian Rockies
Mist Mountain;3140;50.554398;-114.909697;North America;Canada;Canadian Rockies
Tenaya Peak;3133;37.828701;-119.443402;North America;United States;Sierra Nevada
Laramie Peak;3131;42.268163;-105.442657;North America;United States;
Warbonnet Peak;3124;44.0833;-115.05;North America;United States;Idaho-Bitterroot Rockies
Gobblers Knob;3123;40.6708;-111.683;North America;United States;Wasatch Range
Mount Washburn;3122;44.7978;-110.434;North America;United States;
Mount Raymond;3121;40.658;-111.701;North America;United States;
Mount Sparrowhawk;3121;50.940636;-115.264778;North America;Canada;Canadian Rockies
Picacho;3120;25.1667;-103.3;North America;Mexico;Sierra Madre Occidental
Old Goat Mountain;3120;50.94;-115.3717;North America;Canada;Canadian Rockies
Mount Heyburn;3118;44.1011;-114.975;North America;United States;Idaho-Bitterroot Rockies
The Tower;3117;50.8567;-115.29;North America;Canada;Canadian Rockies
Kaufmann Peaks;3109;51.879;-116.756;North America;Canada;Canadian Rockies
Mt. Redoubt;3108;60.485278;-152.743056;North America;United States;Aleutian Range
Mount Lougheed;3107;50.965;-115.262;North America;Canada;Canadian Rockies
Mount Regan;3106;44.16;-115.06;North America;United States;Idaho-Bitterroot Rockies
Castle Peak;3105;61.5978;-143.444;North America;United States;Wrangell Mountains
Mount Babel;3101;51.305556;-116.1633;North America;Canada;Canadian Rockies
Storm Mountain;3100;51.2083;-116.004;North America;Canada;Canadian Rockies
Mount Evan-Thomas;3098;50.7633;-115.098;North America;Canada;Canadian Rockies
Mount Birdwood;3097;50.78472;-115.36778;North America;Canada;Canadian Rockies
Trapper Peak;3096;45.8898;-114.298;North America;United States;Idaho-Bitterroot Rockies
Picacho del Diablo;3096;30.990833;-115.375;North America;Mexico;
Mount Blackmore;3095;45.4442;-111.002;North America;United States;Teton Range - Yellowstone Area
Storm Mountain (Kananaskis);3095;50.5867;-114.94;North America;Canada;Canadian Rockies
Epaulette Mountain;3095;51.865998;-116.735058;North America;Canada;Canadian Rockies
Castleguard Mountain;3090;52.109984;-117.25399;North America;Canada;Canadian Rockies
Mount Little;3088;51.2944;-116.1833;North America;Canada;Canadian Rockies
Mount Richardson;3086;51.495011;-116.121626;North America;Canada;Canadian Rockies
Eiffel Peak;3084;51.332113;-116.235352;North America;Canada;Canadian Rockies
Bident Mountain;3084;51.287366;-116.140766;North America;Canada;Canadian Rockies
Mount Thompson;3084;51.663611;-116.523056;North America;Canada;Canadian Rockies
Snowpatch Spire;3084;50.736389;-116.781944;North America;Canada;Columbia Mountains
Mount Weed;3080;51.791736;-116.527605;North America;Canada;Canadian Rockies
Samson Peak;3077;52.680129;-117.510967;North America;Canada;Canadian Rockies
Elephant Mountain;3075;45.4388;-110.99;North America;United States;Teton Range - Yellowstone Area
Habel;3073;51.65062;-116.571121;North America;Canada;Canadian Rockies
Mount Bowlen;3072;51.3009;-116.1889;North America;Canada;Canadian Rockies
Manzano;3072;34.5908;-106.446;North America;United States;
Haddo Peak;3070;51.382067;-116.236296;North America;Canada;Canadian Rockies
Red Lake Peak;3067;38.5;-120.017;North America;United States;Sierra Nevada
Mount Jackson;3064;48.600566;-113.722057;North America;United States;Central Montana Rockies
Mount San Antonio;3068;34.2889;-117.646;North America;United States;
Hilda Peak;3060;52.191088;-117.177086;North America;Canada;Canadian Rockies
Alex Lowe Peak;3057;45.444;-111.002;North America;United States;
Mount Chester;3054;50.8;-115.267;North America;Canada;Canadian Rockies
Mount Siyeh;3052;48.728511;-113.64996;North America;United States;Central Montana Rockies
Deer Mountain;3052;40.3667;-105.583;North America;United States;Front Range
Mount Perren;3051;51.296008;-116.20883;North America;Canada;Canadian Rockies
Crowfoot Mountain;3050;51.62537;-116.434307;North America;Canada;Canadian Rockies
Mount Merritt;3049;48.8703;-113.786;North America;United States;Central Montana Rockies
Naomi Peak;3044;41.910923;-111.675411;North America;United States;Wasatch Range
Pyramid Peak;3043;38.84502;-120.15781;North America;United States;Sierra Nevada
Ben Lomond Peak;3040;41.3633;-111.96;North America;United States;Wasatch Range
Tryon Peak;3039;38.5167;-119.783;North America;United States;Sierra Nevada
Elpoca Mountain;3036;50.665;-115.027;North America;Canada;Canadian Rockies
Mount James Walker;3035;50.805;-115.22;North America;Canada;Canadian Rockies
Airola Peak;3030;38.45;-119.8;North America;United States;Sierra Nevada
Mount Murray;3026;50.7494;-115.293;North America;Canada;Canadian Rockies
Clouds Rest;3025;37.767853;-119.489266;North America;United States;Sierra Nevada
Mount Maxwell;3020;60.71624;-138.682394;North America;Canada;Saint Elias Mountains
Volcán San Pedro;3018;14.6603;-91.2662;North America;Guatemala;Guatemala Ranges
Doubletop Mountain;3009;41.95;-111.65;North America;United States;Wasatch Range
White Princess;3002;63.42;-145.4205;North America;United States;Alaska Range
Mount Packenham;3000;50.7533;-115.092;North America;Canada;Canadian Rockies
Mount Inflexible;3000;50.7817;-115.207;North America;Canada;Canadian Rockies
Gusty Peak;3000;50.83;-115.263;North America;Canada;Canadian Rockies
Fortress, The;3000;50.8278;-115.239;North America;Canada;Canadian Rockies
Sacajawea Peak;2999;45.245026;-117.292926;North America;United States;Columbia Plateau
Cascade Mountain;2998;51.2278;-115.562;North America;Canada;Canadian Rockies
Mount Jerram;2996;50.7003;-115.049;North America;Canada;Canadian Rockies
Hesperus;2996;61.801688;-154.142303;North America;United States;Alaska Range
Matterhorn;2995;45.228481;-117.290039;North America;United States;Columbia Plateau
Mount Girouard;2995;51.236987;-115.404511;North America;Canada;Canadian Rockies
Mount Blane;2993;50.7267;-115.073;North America;Canada;Canadian Rockies
Cirque Peak;2993;51.7;-116.418;North America;Canada;Canadian Rockies
Hiram Peak;2986;38.4667;-119.8;North America;United States;Sierra Nevada
Mount Brett;2984;51.1617;-115.82;North America;Canada;Canadian Rockies
Mount Kerkeslin;2984;52.6483;-117.8267;North America;Canada;Canadian Rockies
Mount Whyte;2983;51.408308;-116.271572;North America;Canada;Canadian Rockies
Mount Niblock;2976;51.417088;-116.272087;North America;Canada;Canadian Rockies
Willard Peak;2976;41.382968;-111.974545;North America;United States;Wasatch Range
Mount Engadine;2972;50.865;-115.312;North America;Canada;Canadian Rockies
Mount Cornwall;2970;50.7383;-114.947;North America;Canada;Canadian Rockies
St. Nicholas Peak;2970;51.626649;-116.501255;North America;Canada;Canadian Rockies
Mount Nestor;2970;50.9283;-115.365;North America;Canada;Canadian Rockies
Peyto Peak;2970;51.684104;-116.565714;North America;Canada;Canadian Rockies
Mount Tallac;2967;38.9061;-120.098;North America;United States;Sierra Nevada
Steens Mountain;2967;42.6833;-118.55;North America;United States;Great Basin Ranges
Ormes Peak;2965;38.95;-104.933;North America;United States;Front Range
Mount Inglismaldie;2964;51.2417;-115.4217;North America;Canada;Canadian Rockies
Mount Kidd;2958;50.893938;-115.19002;North America;Canada;Canadian Rockies
Aneroid Mountain;2957;45.20297;-117.17495;North America;United States;
Mount Jimmy Simpson;2957;51.684796;-116.505117;North America;Canada;Canadian Rockies
Pilot Mountain;2954;51.1878;-115.825;North America;Canada;Canadian Rockies
Folger Peak;2950;38.4833;-119.8;North America;United States;Sierra Nevada
Mount Pyramid;2950;52.951327;-118.148346;North America;Canada;Canadian Rockies
Mount Rundle;2949;51.147371;-115.494118;North America;Canada;Canadian Rockies
Petes Point;2949;45.18905;-117.22045;North America;United States;Columbia Plateau
Sacagewea Peak;2946;45.896;-110.968;North America;United States;Central Montana Rockies
Notch Peak;2943;39.1433;-113.409;North America;United States;
Going-to-the-Sun Mountain;2939;48.690309;-113.636742;North America;United States;Central Montana Rockies
Mount Smuts;2938;50.8069;-115.387;North America;Canada;Canadian Rockies
Big Sister;2936;51.014511;-115.353012;North America;Canada;Canadian Rockies
Mount Glasgow;2935;50.756441;-114.93124;North America;Canada;Canadian Rockies
Banded Peak;2934;50.7167;-114.917;North America;Canada;
Mount Burney;2934;50.71;-115.062;North America;Canada;Canadian Rockies
Mount Peechee;2934;51.21;-115.3767;North America;Canada;Canadian Rockies
Mount Bell;2934;51.2847;-116.1014;North America;Canada;Canadian Rockies
Mount Bourgeau;2930;51.132;-115.775;North America;Canada;Canadian Rockies
Eagle Cap;2925;45.15;-117.3;North America;United States;Columbia Plateau
Elephants Back;2922;38.678207;-119.983535;North America;United States;
Tequila Volcano;2920;20.78821;-103.84243;North America;Mexico;Cordillera Neovolcanica
Hardscrabble Peak;2918;45.914334;-110.982007;North America;United States;
Red Mountain;2914;45.0646;-117.245;North America;United States;Columbia Plateau
Mount Gould;2912;48.742437;-113.715105;North America;United States;Central Montana Rockies
Caldron Peak;2911;51.718734;-116.545544;North America;Canada;Canadian Rockies
Mount Blakiston;2910;49.0933;-114.035;North America;Canada;Canadian Rockies
Mount Ishbel;2908;51.265835;-115.774741;North America;Canada;Canadian Rockies
Little Chief Mountain;2908;48.64428;-113.595457;North America;United States;Central Montana Rockies
Volcan Barva;2906;10.131577;-84.101316;North America;Costa Rica;Costa Rica - Panama Ranges
Avalanche Spire;2905;62.806389;-151.153333;North America;United States;Alaska Range
Mount Hood;2903;50.7467;-115.088;North America;Canada;Canadian Rockies
Mount Brock;2902;50.7367;-115.082;North America;Canada;Canadian Rockies
Rising Wolf Mountain;2900;48.496019;-113.415899;North America;United States;Central Montana Rockies
Bonanza Peak;2899;48.238251;-120.866303;North America;United States;Cascade Range
Mount McLoughlin;2894;42.444551;-122.316027;North America;United States;Cascade Range
Bull Run Peak;2894;38.4667;-119.883;North America;United States;Sierra Nevada
Mount Wilcox;2884;52.243884;-117.241459;North America;Canada;Canadian Rockies
Mount Wrightson;2881;31.6833;-110.833;North America;United States;
Lembert Dome;2880;37.88187;-119.346823;North America;United States;Sierra Nevada
Mount Paul;2875;52.6155;-117.4308;North America;Canada;Canadian Rockies
Mount Tyrwhitt;2874;50.582;-115.015;North America;Canada;Canadian Rockies
Blodgett Peak;2872;38.9667;-104.9;North America;United States;Front Range
Mount Stuart;2869;47.475158;-120.902395;North America;United States;Cascade Range
Bow Peak;2868;51.626489;-116.378946;North America;Canada;Canadian Rockies
Mount Silvertip;2865;63.4898;-145.607;North America;United States;Alaska Range
Mount Baden-Powell;2865;34.35853;-117.76464;North America;United States;Central and Southern California Ranges
Beautiful Mountain;2861;36.4714;-109;North America;United States;Colorado Plateau
Mount Saint Nicholas;2858;48.391512;-113.550568;North America;United States;Central Montana Rockies
Eagle Peak;2854;51.27646;-117.45959;North America;Canada;Columbia Mountains
Mount Cautley;2852;50.907363;-115.572395;North America;Canada;Canadian Rockies
Mount Warspite;2850;50.6808;-115.216;North America;Canada;Canadian Rockies
Henery Peak;2845;38.4833;-119.867;North America;United States;Sierra Nevada
Mount Whymper;2844;51.224142;-116.098537;North America;Canada;Canadian Rockies
Mount Wilbur;2841;48.805676;-113.739395;North America;United States;Central Montana Rockies
Mount Romulus;2832;50.7883;-114.993;North America;Canada;Canadian Rockies
Pakisis;2830;14.65202;-91.31218;North America;Guatemala;
Gunsight Mountain;2822;48.614754;-113.76832;North America;United States;Central Montana Rockies
Sacramento Peak;2821;32.7833;-105.817;North America;United States;Southwest Basins and Ranges
Mount Allan;2819;50.959075;-115.224781;North America;Canada;Canadian Rockies
Mount Fernow;2819;48.162536;-120.807509;North America;United States;Cascade Range
Mount Tupper;2816;51.3367;-117.4967;North America;Canada;Columbia Mountains
Piegan Mountain;2810;48.71024;-113.68924;North America;United States;
Goode Mountain;2804;48.482908;-120.910943;North America;United States;Cascade Range
Mainmast;2804;50.9823;-117.321;North America;Canada;Canadian Rockies
Mount Cory;2802;51.2014;-115.689;North America;Canada;Canadian Rockies
Pollock Mountain;2801;48.716309;-113.702831;North America;United States;Central Montana Rockies
Mount Buller;2800;50.8917;-115.315;North America;Canada;Canadian Rockies
Mount Thielsen;2797;43.1531;-122.066;North America;United States;Cascade Range
Broken Top;2797;44.08293;-121.699462;North America;United States;Cascade Range
Mount Lawson;2795;50.7667;-115.19;North America;Canada;Canadian Rockies
Mount Clitheroe;2794;52.710195;-118.231516;North America;Canada;
Saddle Peak;2793;45.793253;-110.936607;North America;United States;
Ebbetts Peak;2792;38.5333;-119.8;North America;United States;Sierra Nevada
Mount Lemmon;2791;32.4333;-110.783;North America;United States;
Mount Shark;2786;50.8281;-115.41;North America;Canada;Canadian Rockies
Throop Peak;2785;34.350558;-117.79923;North America;United States;Central and Southern California Ranges
Crowsnest Mountain;2785;49.704944;-114.574013;North America;Canada;Canadian Rockies
Mount Matier;2783;50.3167;-122.433;North America;Canada;British Columbia Coast Ranges
Mount Shuksan;2782;48.830958;-121.602917;North America;United States;Cascade Range
Dolomite Peak;2782;51.675;-116.375;North America;Canada;Canadian Rockies
Bishops Cap;2782;48.724604;-113.709784;North America;United States;Central Montana Rockies
Reynolds Mountain;2781;48.671579;-113.723817;North America;United States;Central Montana Rockies
Wheeler Peak;2778;38.5167;-119.967;North America;United States;Sierra Nevada
Buckner Mountain;2777;48.495128;-120.99789;North America;United States;Cascade Range
Cockscomb Mountain;2776;51.236933;-115.724788;North America;Canada;Canadian Rockies
Sheol Mountain;2776;51.384209;-116.221275;North America;Canada;Canadian Rockies
Mount Logan;2770;48.536796;-120.952056;North America;United States;Cascade Range
Middle Sister;2769;51.021854;-115.341167;North America;Canada;Canadian Rockies
Mount Maude;2768;48.137351;-120.803988;North America;United States;Cascade Range
Lincoln Peak;2768;48.768325;-121.858635;North America;United States;Cascade Range
Seven Fingered Jack;2767;48.150426;-120.814419;North America;United States;Cascade Range
Castle Mountain;2766;51.3055;-115.939;North America;Canada;Canadian Rockies
Mt. Schou;2765;61.55;-141.05;North America;United States;
Mount Bachelor;2764;43.979;-121.688;North America;United States;Cascade Range
Jack Mountain;2763;48.772632;-120.955951;North America;United States;Cascade Range
Strawberry Mountain;2755;44.303704;-118.709335;North America;United States;Columbia Plateau
Eisenhower Peak;2752;51.299711;-115.922413;North America;Canada;Canadian Rockies
Mount Olympus;2751;40.65;-111.767;North America;United States;Wasatch Range
Tooth Of Time;2744;36.448076;-105.00766;North America;United States;Sangre de Cristo Range
Fairview Mountain;2744;51.399152;-116.223421;North America;Canada;Canadian Rockies
Ross Peak;2744;45.858509;-110.95622;North America;United States;Central Montana Rockies
Thompson Peak;2744;41;-123.033;North America;United States;
Signal Peak;2744;32.9244;-108.18;North America;United States;Southwest Basins and Ranges
Mount Burnham;2742;34.359132;-117.781506;North America;United States;Central and Southern California Ranges
Mount Burstall;2740;50.7723;-115.325;North America;Canada;Canadian Rockies
Heavens Peak;2739;48.708182;-113.856468;North America;United States;Central Montana Rockies
Mount Spickard;2737;48.969682;-121.240482;North America;United States;Cascade Range
Mount Marriott;2735;50.2798;-122.304;North America;Canada;British Columbia Coast Ranges
Black Peak;2734;48.523597;-120.815835;North America;United States;Cascade Range
Mount Redoubt;2734;48.95782;-121.300864;North America;United States;Cascade Range
Mount Begbie;2732;50.8848;-118.2558;North America;Canada;Columbia Mountains
Petkash Peak;2731;38.940167;-104.907783;North America;United States;Front Range
Cerro El Pital;2730;14.3416;-89.0974;North America;El Salvador/Honduras;
North Gardner Mountain;2730;48.515229;-120.501667;North America;United States;Cascade Range
Mount Cannon;2729;48.692405;-113.7748;North America;United States;Central Montana Rockies
O'Leary Peak;2724;35.4017;-111.526;North America;United States;Colorado Plateau
Mount Scott;2723;42.922963;-122.016306;North America;United States;Cascade Range
Dome Peak;2719;48.301791;-121.031772;North America;United States;Cascade Range
Mount Baldy;2717;45.766408;-110.943346;North America;United States;Central Montana Rockies
Echo Peak;2711;38.856574;-120.072962;North America;United States;Sierra Nevada
Boston Peak;2711;48.495564;-121.035991;North America;United States;Cascade Range
Sawtooth Mountain;2708;40.973064;-123.003141;North America;United States;
Grotto Mountain;2706;51.0833;-115.267;North America;Canada;Canadian Rockies
Silver Star Mountain;2705;48.547921;-120.585079;North America;United States;Cascade Range
Eldorado Peak;2703;48.537626;-121.134283;North America;United States;Cascade Range
Mount Fable;2702;51.1175;-115.226;North America;Canada;Canadian Rockies
Mount Wintour;2700;50.695289;-115.080714;North America;Canada;Canadian Rockies
Mount Invincible;2700;50.6669;-115.192;North America;Canada;Canadian Rockies
Mount Grinnell;2698;48.776944;-113.726111;North America;United States;Central Montana Rockies
Mount Hawkins;2697;34.341133;-117.805624;North America;United States;Central and Southern California Ranges
Windtower;2697;50.9883;-115.292;North America;Canada;Canadian Rockies
Half Dome;2695;37.7461;-119.532;North America;United States;Sierra Nevada
Dragontail Peak;2694;47.478986;-120.832958;North America;United States;Cascade Range
Little Sister;2694;51.025093;-115.331726;North America;Canada;Canadian Rockies
Scott Peak;2691;63.345;-150.124;North America;United States;Alaska Range
Tahquitz Peak;2691;33.7553;-116.6762;North America;United States;
Goat Mountain;2690;48.704585;-113.591723;North America;United States;Central Montana Rockies
Mount Remus;2688;50.7944;-114.971;North America;Canada;Canadian Rockies
Forbidden Peak;2687;48.511601;-121.058478;North America;United States;Cascade Range
Mount Tinniswood;2682;50.3;-123.833;North America;Canada;British Columbia Coast Ranges
Mount Lawrence Grassi;2682;51.0533;-115.3917;North America;Canada;Canadian Rockies
Oval Peak;2681;48.287134;-120.425262;North America;United States;Cascade Range
Mesahchie Peak;2681;48.578453;-120.880508;North America;United States;Cascade Range
Mount Garibaldi;2678;49.850657;-123.004818;North America;Canada;Cascade Range
Clements Mountain;2670;48.692462;-113.741026;North America;United States;Central Montana Rockies
Mount Indefatigable;2670;50.6528;-115.167;North America;Canada;Canadian Rockies
Fortress Mountain;2670;48.159587;-120.933466;North America;United States;Cascade Range
Fusillade Mountain;2667;48.640849;-113.723602;North America;United States;Central Montana Rockies
Guadalupe Peak;2667;31.8833;-104.867;North America;United States;Southwest Basins and Ranges
Diamond Peak;2665;43.520765;-122.149558;North America;United States;Cascade Range
South Mountain;2664;35.1833;-106.217;North America;United States;
Colchuck Peak;2653;47.47829;-120.846434;North America;United States;Cascade Range
Chinese Peak;2653;37.218999;-119.154713;North America;United States;Sierra Nevada
The Wedge;2652;50.850391;-115.135174;North America;Canada;Canadian Rockies
Ontario Peak;2650;34.227842;-117.624006;North America;United States;Central and Southern California Ranges
Mount St. Piran;2649;51.421316;-116.253033;North America;Canada;Canadian Rockies
Mount Remmel;2647;48.92343;-120.196867;North America;United States;Cascade Range
Bearhat Mountain;2647;48.666931;-113.763771;North America;United States;Central Montana Rockies
Sahale Mountain;2586;48.491184;-121.038566;North America;United States;Cascade Range
Katsuk Peak;2646;48.578467;-120.888566;North America;United States;Cascade Range
Foremast;2643;50.9768;-117.331;North America;Canada;Canadian Rockies
China Cap;2638;45.1561;-117.5089;North America;United States;Columbia Plateau
The Fist;2630;50.815;-115.3717;North America;Canada;Canadian Rockies
Peak 8620;2627;63.25;-150.25;North America;United States;Alaska Range
Shumard Peak;2626;31.906707;-104.874115;North America;United States;Southwest Basins and Ranges
Sherpa Peak;2623;47.471822;-120.888705;North America;United States;Cascade Range
Mount Bigelow;2606;32.4155;-110.715;North America;United States;Southwest Basins and Ranges
Mount Lady MacDonald;2605;51.1167;-115.317;North America;Canada;Canadian Rockies
Mount Tantalus;2603;49.818111;-123.329389;North America;Canada;
Mt. Helen;2602;48.474543;-113.466605;North America;United States;Far Northern Rockies
Mount Burgess;2599;51.420278;-116.505278;North America;Canada;Canadian Rockies
Reynolds Peak;2594;48.372291;-120.562985;North America;United States;Cascade Range
Bartlett Peak;2593;31.9167;-104.883;North America;United States;
Primus Peak;2593;48.581973;-121.091909;North America;United States;Cascade Range
Cashmere Peak;2591;47.558631;-120.847335;North America;United States;Cascade Range
Bald Mountain;2591;43.1036;-111.21;North America;United States;Wasatch Range
Rundle, East End of (EEOR);2530;51.0806;-115.422;North America;Canada;Canadian Rockies
Hudson Bay Mountain;2589;54.811691;-127.339697;North America;Canada;British Columbia Coast Ranges
Klawatti Peak;2586;48.554293;-121.104283;North America;United States;Cascade Range
Crane Mountain;2577;42.0628;-120.2398;North America;United States;Great Basin Ranges
Argonaut Peak;2576;47.470255;-120.861411;North America;United States;Cascade Range
Tower Mountain;2574;48.588474;-120.704169;North America;United States;Cascade Range
Sinister Peak;2573;48.299848;-121.009827;North America;United States;Cascade Range
Little Annapurna;2573;47.4682;-120.814;North America;United States;Cascade Range
Dorado Needle;2573;48.5498;-121.1386;North America;United States;Cascade Range
Drake Peak;2562;42.300111;-120.123686;North America;United States;Great Basin Ranges
Azurite Peak;2560;48.656931;-120.751914;North America;United States;Cascade Range
Paget Peak;2560;51.45882;-116.365128;North America;Canada;Canadian Rockies
Delamar Mountain;2560;34.290938;-116.945552;North America;United States;Central and Southern California Ranges
Courtney Peak;2558;48.260741;-120.443459;North America;United States;Cascade Range
Mount Edith;2554;51.2069;-115.668;North America;Canada;Canadian Rockies
Mount Livermore;2554;30.6357;-104.174;North America;United States;Southwest Basins and Ranges
Boulder Mountain;2553;44.8814;-115.938;North America;United States;Idaho-Bitterroot Rockies
Hunter Peak;2551;31.9;-104.817;North America;United States;Southwest Basins and Ranges
Mount Bailey;2551;43.155105;-122.219982;North America;United States;Cascade Range
Golden Horn;2550;48.603469;-120.732052;North America;United States;Cascade Range
Mount Saint Helens;2549;46.1978;-122.191;North America;United States;Cascade Range
Currie;2549;50.248333;-122.781944;North America;Canada;British Columbia Coast Ranges
Gearhart Mountain;2549;42.51278;-120.86222;North America;United States;Great Basin Ranges
Bush Mountain;2548;31.9167;-104.867;North America;United States;Southwest Basins and Ranges
Howlock Mountain;2545;43.1925;-122.0386;North America;United States;Cascade Range
Snowfield Peak;2544;48.635348;-121.138773;North America;United States;Cascade Range
Big Snagtooth;2539;48.534701;-120.589549;North America;United States;Cascade Range
Mount Formidable;2537;48.4162;-121.067;North America;United States;Cascade Range
Abernathy Peak;2536;48.477368;-120.524144;North America;United States;Cascade Range
Luna Peak;2533;48.830713;-121.272025;North America;United States;Cascade Range
Grandeur Peak;2530;40.707;-111.7592;North America;United States;Wasatch Range
Mount Fury;2527;48.811866;-121.323094;North America;United States;Cascade Range
Spider Mountain;2524;48.409406;-121.036034;North America;United States;Cascade Range
Big Kangaroo;2524;48.519243;-120.6175;North America;United States;Cascade Range
Spire Point;2519;48.3176;-121.0718;North America;United States;Cascade Range
Enchantment Peak;2515;47.48905;-120.802789;North America;United States;Cascade Range
Mount Islip;2515;34.344995;-117.839956;North America;United States;Central and Southern California Ranges
Aspen Butte;2502;42.315417;-122.087516;North America;United States;Cascade Range
Mount Challenger;2501;48.835683;-121.342354;North America;United States;Cascade Range
Santiaguito;2500;14.757091;-91.551752;North America;Guatemala;Sierra Madre del Sur
Johannesburg Mountain;2499;48.464847;-121.092057;North America;United States;Cascade Range
Yamsay Mountain;2498;42.930725;-121.360817;North America;United States;Cascade Range
Goat Rocks;2494;46.4885;-121.407;North America;United States;Cascade Range
Point 8183 Joey;2494;48.523859;-120.61962;North America;United States;Cascade Range
Mount Capulin;2494;36.783941;-103.967811;North America;United States;Great Plains
Mount Oberlin;2493;48.70416;-113.736477;North America;United States;Central Montana Rockies
The Needles;2490;48.5989;-120.649;North America;United States;Cascade Range
Mount Terror;2484;48.774294;-121.299573;North America;United States;Cascade Range
McGregor Mountain;2480;48.408238;-120.798197;North America;United States;Cascade Range
Vinegar Hill;2478;44.71373;-118.56104;North America;United States;Columbia Plateau
Crater Mountain;2477;48.739352;-120.920205;North America;United States;Cascade Range
Crooked Thumb;2476;48.826588;-121.341419;North America;United States;Cascade Range
Mount Torment;2475;48.512056;-121.077747;North America;United States;Cascade Range
Agnes Mountain;2473;48.317508;-120.968313;North America;United States;Cascade Range
Ice Box;2473;48.112143;-120.79555;North America;United States;Cascade Range
Golgotha;2471;61.659084;-154.173889;North America;United States;Alaska Range
Peak 8100;2469;63.270094;-145.313416;North America;United States;Alaska Range
El Capitan;2464;31.8333;-104.667;North America;United States;Southwest Basins and Ranges
