name;elevation;latitude;longitude;continent;country;range
Karkas;3890;33.45613;51.80023;Asia;Iran;Central Iranian Plateau
Zarin kooh;3850;35.706377;52.227974;Asia;Iran;Alborz
Mount Kerinchi;3800;-1.7;101.267;Asia;Indonesia;Sumatra
Tharepati;3780;28.064558;85.519209;Asia;Nepal;
Fuji-san;3776;35.3667;138.733;Asia;Japan;Honshu
Demirkazik;3756;37.8167;35.1667;Asia;Turkey;Taurus Mountains
Vercenik;3730;39;38;Asia;Turkey;Pontic Mountains
Gunung Rinjani;3726;-8.43333;116.467;Asia;Indonesia;
Mount Rinjani - Lombok;3726;-8.410225;116.458554;Asia;Indonesia;Nusa Tengarra
Sahand;3711;37.730607;46.499462;Asia;Iran;Northwest Iran Ranges
Bivachnaya;3700;38.924795;68.718359;Asia;Tajikistan;Central Turkestan Ranges
Semeru;3676;-8.107618;112.922536;Asia;Indonesia;
Phon Kan Razi;3635;27.50715;96.9354;Asia;Myanmar;
Tatos;3633;40;32;Asia;Turkey;Pontic Mountains
Altiparmak;3605;39;38;Asia;Turkey;Pontic Mountains
Mount Bulut;3562;38.2;37.8;Asia;Turkey;Pontic Mountains
Mount Güngörmez;3540;39.6667;36.7833;Asia;Turkey;Pontic Mountains
Medetsiz;3524;37;37;Asia;Turkey;Taurus Mountains
alvand;3450;34.2708;54.2065;Asia;Iran;Central Iranian Plateau
Alvand;3428;34.664167;48.486667;Asia;Iran;Northwest Iran Ranges
Karcal;3428;41.05;42;Asia;Turkey;Pontic Mountains
Mount Slamet;3428;-7.241389;109.214444;Asia;Indonesia;Java 
Ghezel Arsalan;3400;34.659758;48.459492;Asia;Iran;Northwest Iran Ranges
Shaho;3390;35.03;46.25;Asia;Iran;North Central Zagros
Mount Raung;3332;-8.125;114.041667;Asia;Indonesia;
Kolakchal;3300;35.513;51.273;Asia;Iran;Alborz
Palandoken;3271;39.8489;41.2842;Asia;Turkey;
Hasandag;3268;38.1333;34.1667;Asia;Turkey;Central Anatolia
Hasan dag;3268;38.126995;34.164734;Asia;Turkey;Central Anatolia
Fan Si Pan;3211;22.303333;103.775;Asia;Vietnam;
Kita Dake;3192;35.6734;138.239;Asia;Japan;Honshu
Hotakadake;3190;36.2961;137.645;Asia;Japan;Honshu
Yarigadake;3180;36.3428;137.648;Asia;Japan;Honshu
Jahanbin-na;3150;31.5333;50.85;Asia;Iran;
Mount Apo;3148;7.00833;125.276;Asia;Philippines;Minidnao
Gunung Merbabu;3144;-7.455;110.44;Asia;Indonesia;Java 
Arakawadake (Warusawadake);3141;35.49974;138.182173;Asia;Japan;Honshu
Akaishidake;3120;35.465284;138.167496;Asia;Japan;Honshu
Mount Karagöl;3107;38;37;Asia;Turkey;Pontic Mountains
Emei Shan;3099;29.5333;103.35;Asia;China;West Sichuan Ranges
Kizlarsivrisi;3086;37;37;Asia;Turkey;Taurus Mountains
Qornet As Sawda;3083;34.297637;36.113647;Asia;Lebanon;Lebanon Mountains
Deveboynu;3082;40.560667;39.689226;Asia;Turkey;Pontic Mountains
Gunung Ciremai;3070;-6.91667;108.4;Asia;Indonesia;Malay Peninsula
Ontake;3063;35.8833;137.483;Asia;Japan;Honshu
Shiomi Dake;3052;35.5746;138.186;Asia;Japan;Honshu
Gunung Agung;3048;-8.35;115.5;Asia;Indonesia;Nusa Tengarra
Çakırgöl;3034;40.5667;29.15;Asia;Turkey;Pontic Mountains
Senjou Dake;3033;35.7195;138.184;Asia;Japan;Honshu
Uyluk Peak;3024;37;37;Asia;Turkey;Taurus Mountains
Tateyama;3015;36.5759;137.619;Asia;Japan;Honshu
Jebel Shams;3009;23.2125;57.2783;Asia;Oman;Southeast Arabia
Dipoyraz;3007;37.38;31.19;Asia;Turkey;Taurus Mountains
Gora Pobeda;3003;65.1833;146.033;Asia;Russia;Cherskiy Range
